X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS,SAT_ONS,SAT_OFFS,SUN_ONS,SUN_OFFS
-8362063.8909229,4870993.48589166,14331,5715698S,Bus,Infodev,57,Southbound,15698,Olney Av & B St,40.034751,-75.117698,Fall 2022,4,17,2,0,0,0
-8375659.56297247,4864040.98511403,14332,G24498S,Bus,Infodev,G,Southbound,24498,Malvern Av & Hobart St,39.986915,-75.23983,Fall 2022,17,5,10,2,4,0
-8363983.37290265,4864711.08261644,14333,5718065S,Bus,Infodev,57,Southbound,18065,2nd St & Lehigh Av,39.991527,-75.134941,Fall 2022,16,95,8,28,10,24
-8376740.69786705,4864443.88089917,14334,G28270S,Bus,Infodev,G,Southbound,28270,Overbrook Station,39.989688,-75.249542,Fall 2022,72,0,30,0,16,0
-8365106.14128679,4860304.98919033,14335,5718089S,Bus,Infodev,57,Southbound,18089,4th St & Spring Garden St,39.961196,-75.145027,Fall 2022,57,63,41,24,19,25
-8376321.91394269,4864795.93773915,14336,G25761S,Bus,Infodev,G,Southbound,25761,City Av & 59th St,39.992111,-75.24578,Fall 2022,19,0,4,0,1,0
-8366227.12855908,4853579.26567491,14337,57853S,Bus,Infodev,57,Southbound,853,4th St & Oregon Av,39.914871,-75.155097,Fall 2022,22,137,15,100,10,72
-8376125.76899991,4864528.73373731,14338,G24494S,Bus,Infodev,G,Southbound,24494,Overbrook Av & 59th St,39.990272,-75.244018,Fall 2022,20,1,2,1,1,0
-8363944.29976138,4872642.50569952,14339,5724123S,Bus,Infodev,57,Southbound,24123,Godfrey Av & Franklin St - MBNS,40.046092,-75.13459,Fall 2022,3,1,0,0,1,0
-8375960.12559761,4864212.8640058,14340,G24496S,Bus,Infodev,G,Southbound,24496,59th St & Woodbine Av,39.988098,-75.24253,Fall 2022,26,1,2,0,3,0
-8362682.15937477,4872695.87332436,14341,5717936S,Bus,Infodev,57,Southbound,17936,2nd St & Chelten Av,40.046459,-75.123252,Fall 2022,24,12,1,2,3,0
-8375376.70014636,4863978.36556438,14342,G24501S,Bus,Infodev,G,Southbound,24501,57th St & Lebanon Av,39.986484,-75.237289,Fall 2022,36,6,19,0,14,1
-8362012.12735969,4873248.90679887,14343,5717942S,Bus,Infodev,57,Southbound,17942,Cheltenham Av & 7 Oaks Dr,40.050262,-75.117233,Fall 2022,18,22,13,8,3,1
-8375363.89840492,4863772.20329562,14344,G24502S,Bus,Infodev,G,Southbound,24502,57th St & Upland Way,39.985065,-75.237174,Fall 2022,67,6,27,1,21,3
-8362345.86319308,4871939.15597393,14345,5717954S,Bus,Infodev,57,Southbound,17954,Front St & Champlost St - FS,40.041255,-75.120231,Fall 2022,47,14,23,3,17,2
-8375258.59016663,4863140.95786079,14346,G24504S,Bus,Infodev,G,Southbound,24504,Oxford St & 57th St,39.98072,-75.236228,Fall 2022,26,10,19,4,7,0
-8374898.58293341,4860242.97413586,14347,G197S,Bus,Infodev,G,Southbound,197,56th St & Market St - FS,39.960769,-75.232994,Fall 2022,801,664,415,338,333,226
-8374961.36712621,4859850.26952649,14348,G24518S,Bus,Infodev,G,Southbound,24518,56th St & Walnut St,39.958065,-75.233558,Fall 2022,75,31,32,20,23,18
-8362990.51436427,4867978.52877765,14349,5718053S,Bus,Infodev,57,Southbound,18053,Front St & Hunting Park Av,40.014011,-75.126022,Fall 2022,87,32,19,13,11,6
-8375110.86920235,4858907.92894194,14350,G24523S,Bus,Infodev,G,Southbound,24523,56th St & Cedar Av,39.951576,-75.234901,Fall 2022,88,178,30,54,22,25
-8364200.77986817,4864279.843822,14351,5716319S,Bus,Infodev,57,Southbound,16319,American St & Cumberland St,39.988559,-75.136894,Fall 2022,11,8,7,5,7,3
-8366141.41255117,4854127.89674992,14352,5718131S,Bus,Infodev,57,Southbound,18131,4th St & Ritner St,39.918651,-75.154327,Fall 2022,6,53,1,24,2,20
-8362376.47605305,4871756.6741731,14353,5717955S,Bus,Infodev,57,Southbound,17955,Front St & Nedro Av,40.04,-75.120506,Fall 2022,19,7,3,0,3,2
-8375146.4914394,4858693.01403693,14354,G24524S,Bus,Infodev,G,Southbound,24524,56th St & Catherine St,39.950096,-75.235221,Fall 2022,42,81,32,40,29,37
-8362412.09829011,4871535.95565435,14355,5717956S,Bus,Infodev,57,Southbound,17956,Front St & Grange St,40.038482,-75.120826,Fall 2022,6,2,4,0,2,0
-8362447.83184665,4871309.7170021,14356,5717958S,Bus,Infodev,57,Southbound,17958,Front St & Chew St,40.036926,-75.121147,Fall 2022,39,12,23,9,17,6
-8375453.95587297,4857787.37305132,14357,G24527S,Bus,Infodev,G,Southbound,24527,58th St & Hoffman Av,39.943859,-75.237983,Fall 2022,17,22,7,20,5,13
-8365968.97865993,4853497.84443713,14358,5718136S,Bus,Infodev,57,Southbound,18136,Oregon Av & 3rd St,39.91431,-75.152778,Fall 2022,1,1,0,0,0,0
-8374846.7080507,4857090.59245558,14359,G24531S,Bus,Infodev,G,Southbound,24531,58th St & Florence Av,39.93906,-75.232528,Fall 2022,41,57,25,37,16,27
-8366198.29681097,4853538.77267651,14360,5711468N,Bus,Infodev,57,Northbound,11468,Oregon Av & 4th St - FS,39.914592,-75.154838,Fall 2022,138,1,72,0,50,1
-8374386.40195627,4856579.98015019,14361,G24535S,Bus,Infodev,G,Southbound,24535,58th St & Chester Av - FS,39.935543,-75.228393,Fall 2022,75,149,52,59,29,36
-8365816.91623551,4853527.74235427,14362,57855N,Bus,Infodev,57,Northbound,855,2nd St & Oregon Av - FS,39.914516,-75.151412,Fall 2022,39,2,14,0,6,0
-8367293.90323935,4853724.25808652,14363,G16591S,Bus,Infodev,G,Southbound,16591,Oregon Av & 10th St,39.91587,-75.16468,Fall 2022,0,3,0,1,0,2
-8365987.68033439,4854655.07556067,14364,5724279N,Bus,Infodev,57,Northbound,24279,Snyder Av & Moyamensing Av,39.922283,-75.152946,Fall 2022,125,17,59,9,35,5
-8365908.64349592,4851816.01369734,14365,G24557S,Bus,Infodev,G,Southbound,24557,Front St & Pattison Av,39.902721,-75.152236,Fall 2022,1,6,1,0,0,1
-8365786.41469503,4855322.7981134,14366,5717397N,Bus,Infodev,57,Northbound,17397,Moyamensing Av & Morris St,39.926883,-75.151138,Fall 2022,73,10,38,12,17,11
-8366963.50699068,4852358.45248171,14367,G28170S,Bus,Infodev,G,Southbound,28170,7th St & Pattison Av - MBFS,39.906459,-75.161712,Fall 2022,6,32,5,20,2,8
-8365623.33164102,4856023.37439401,14368,5717535N,Bus,Infodev,57,Northbound,17535,3rd St & Wharton St,39.931709,-75.149673,Fall 2022,37,4,21,4,17,3
-8366898.94168602,4852749.26473676,14369,G24561S,Bus,Infodev,G,Southbound,24561,7th St & Packer Av,39.909152,-75.161132,Fall 2022,9,28,9,19,1,10
-8365539.28542547,4856511.74563415,14370,5717541N,Bus,Infodev,57,Northbound,17541,3rd St & Carpenter St,39.935073,-75.148918,Fall 2022,29,18,9,9,10,8
-8365369.41188252,4853398.13698484,14371,G18139S,Bus,Infodev,G,Southbound,18139,Oregon Av & Swanson St - FS,39.913623,-75.147392,Fall 2022,0,21,2,11,0,1
-8365385.55320868,4857419.01264487,14372,5717554N,Bus,Infodev,57,Northbound,17554,3rd St & South St,39.941322,-75.147537,Fall 2022,41,22,28,18,18,9
-8365119.72226467,4853364.46598959,14373,G18140S,Bus,Infodev,G,Southbound,18140,Oregon Av & Vandalia St - MBFS,39.913391,-75.145149,Fall 2022,4,47,0,3,0,1
-8365361.73083766,4857565.80342847,14374,5717557N,Bus,Infodev,57,Northbound,17557,3rd St & Lombard St,39.942333,-75.147323,Fall 2022,22,29,17,13,13,16
-8364771.51489747,4853653.4306983,14375,G30089S,Bus,Infodev,G,Southbound,30089,Weccacoe Av & Oregon Av - MBFS,39.915382,-75.142021,Fall 2022,13,24,8,6,1,2
-8365339.68957848,4857700.39985134,14376,5717558N,Bus,Infodev,57,Northbound,17558,3rd St & Pine St,39.94326,-75.147125,Fall 2022,22,15,16,8,13,14
-8375014.91180128,4859507.82751585,14377,G24520S,Bus,Infodev,G,Southbound,24520,56th St & Spruce St,39.955707,-75.234039,Fall 2022,100,106,58,37,32,21
-8365123.06184939,4858982.71461099,14378,5717571N,Bus,Infodev,57,Northbound,17571,3rd St & Arch St,39.952091,-75.145179,Fall 2022,25,54,18,20,8,9
-8373937.11649142,4854485.53923647,14379,G201S,Bus,Infodev,G,Southbound,201,63rd St & Lindbergh Blvd,39.921115,-75.224357,Fall 2022,48,58,32,33,19,13
-8365035.56472963,4859516.68612987,14380,5717579N,Bus,Infodev,57,Northbound,17579,3rd St & Vine St,39.955768,-75.144393,Fall 2022,7,14,5,5,2,3
-8375025.93243087,4862867.6969708,14381,G24506S,Bus,Infodev,G,Southbound,24506,56th St & Jefferson St,39.978839,-75.234138,Fall 2022,30,6,14,2,6,0
-8364920.12641768,4860222.49618186,14382,5770N,Bus,Infodev,57,Northbound,70,3rd St & Spring Garden St,39.960628,-75.143356,Fall 2022,20,18,6,6,5,7
-8375143.93109111,4857443.40502838,14383,G24529S,Bus,Infodev,G,Southbound,24529,58th St & Whitby Av,39.94149,-75.235198,Fall 2022,42,51,24,34,22,19
-8364859.79125367,4860609.696419,14384,5717605N,Bus,Infodev,57,Northbound,17605,3rd St & Brown St,39.963294,-75.142814,Fall 2022,8,21,3,10,3,16
-8374704.88701943,4856931.03236529,14385,G24532S,Bus,Infodev,G,Southbound,24532,58th St & Warrington Av,39.937961,-75.231254,Fall 2022,60,80,48,25,26,32
-8364710.28917753,4861531.13684286,14386,5721959N,Bus,Infodev,57,Northbound,21959,3rd St & Girard Av,39.969638,-75.141471,Fall 2022,102,73,43,55,25,32
-8372270.77503374,4854038.19785262,14387,G24546S,Bus,Infodev,G,Southbound,24546,Passyunk Av & 61st St,39.918033,-75.209388,Fall 2022,15,15,18,43,11,26
-8364681.45742942,4861706.31315411,14388,5717609N,Bus,Infodev,57,Northbound,17609,3rd St & Thompson St,39.970844,-75.141212,Fall 2022,15,13,4,11,3,8
-8375840.45714501,4865035.83174566,14389,G31325S,Bus,Infodev,G,Southbound,31325,Cardinal Av & City Av - FS,39.993762,-75.241455,Fall 2022,94,8,33,1,20,2
-8364294.17692095,4863588.70940236,14390,5717629N,Bus,Infodev,57,Northbound,17629,American St & Susquehanna Av,39.983802,-75.137733,Fall 2022,15,11,8,3,7,2
-8364655.96526603,4853378.25366782,14391,G30088S,Bus,Infodev,G,Southbound,30088,Weccacoe Av & Oregon Av - FS,39.913486,-75.140983,Fall 2022,0,3,0,2,0,2
-8363517.05555572,4864657.9032347,14392,5731728N,Bus,Infodev,57,Northbound,31728,Front St & Lehigh Av - FS,39.991161,-75.130752,Fall 2022,56,23,21,10,17,9
-8370170.51020094,4854553.75984113,14393,G28304S,Bus,Infodev,G,Southbound,28304,Passyunk Av & Oregon Av,39.921585,-75.190521,Fall 2022,0,1,0,2,0,2
-8363488.2238076,4864838.07497037,14394,5717650N,Bus,Infodev,57,Northbound,17650,Front St & Somerset St,39.992401,-75.130493,Fall 2022,1,5,1,3,1,1
-8368583.98481816,4853936.88842102,14395,G24552S,Bus,Infodev,G,Southbound,24552,Oregon Av & 17th St,39.917335,-75.176269,Fall 2022,18,5,3,4,5,2
-8363308.1088715,4865945.47648373,14396,5717654N,Bus,Infodev,57,Northbound,17654,Front St & Westmoreland St,40.000022,-75.128875,Fall 2022,45,36,12,20,13,9
-8364907.32467624,4853330.64997552,14397,G18141S,Bus,Infodev,G,Southbound,18141,Oregon Av & Weccacoe Av - MBNS,39.913158,-75.143241,Fall 2022,0,1,0,0,0,0
-8363236.7530779,4866380.71140716,14398,5717655N,Bus,Infodev,57,Northbound,17655,Front St & Tioga St,40.003017,-75.128234,Fall 2022,31,39,14,30,6,9
-8376348.29666201,4863665.27374193,14399,G30857S,Bus,Infodev,G,Southbound,30857,Lancaster Av & Malvern Av,39.984329,-75.246017,Fall 2022,3,0,0,0,0,0
-8363054.189113,4867500.0576535,14400,5717657N,Bus,Infodev,57,Northbound,17657,Front St & Luzerne St,40.010719,-75.126594,Fall 2022,31,91,6,8,0,3
-8375858.26826353,4863436.30889784,14401,G28299S,Bus,Infodev,G,Southbound,28299,Lancaster Av & 60th St,39.982753,-75.241615,Fall 2022,0,0,0,0,0,0
-8363047.39862406,4868853.41157241,14402,57925N,Bus,Infodev,57,Northbound,925,Rising Sun Av & Courtland St,40.02003,-75.126533,Fall 2022,10,4,1,18,5,8
-8364908.21523216,4853971.72249305,14403,G30090S,Bus,Infodev,G,Southbound,30090,Weccacoe Av & Wolf St - MBNS,39.917575,-75.143249,Fall 2022,0,52,0,37,0,16
-8362494.47471329,4869771.25659835,14404,5717666N,Bus,Infodev,57,Northbound,17666,Rising Sun Av & Roosevelt Blvd - FS,40.026344,-75.121566,Fall 2022,11,45,5,15,7,16
-8377715.63396742,4864471.63234688,14405,G28281S,Bus,Infodev,G,Southbound,28281,Lankenau Dr & Lancaster Av - MBNS,39.989879,-75.2583,Fall 2022,9,0,7,0,8,0
-8361805.74102376,4870969.64174787,14406,5715896N,Bus,Infodev,57,Northbound,15896,Olney Av & Arbor St,40.034587,-75.115379,Fall 2022,23,99,7,44,9,18
-8376898.66022449,4864438.94085902,14407,G24491S,Bus,Infodev,G,Southbound,24491,City Av & 63rd St,39.989654,-75.250961,Fall 2022,7,7,1,3,2,0
-8362039.28931544,4871006.28033392,14408,5716739N,Bus,Infodev,57,Northbound,16739,Olney Av & B St,40.034839,-75.117477,Fall 2022,28,14,5,4,1,3
-8378149.66866202,4864399.56592105,14409,G188S,Bus,Infodev,G,Southbound,188,Lankenau Medical Center,39.989383,-75.262199,Fall 2022,53,0,24,0,19,0
-8361482.13526402,4872704.74372037,14410,5717678N,Bus,Infodev,57,Northbound,17678,Crescentville Rd & Walnut Park Dr - FS,40.04652,-75.112472,Fall 2022,3,7,2,6,2,6
-8377206.9038945,4864250.49469288,14411,G24490S,Bus,Infodev,G,Southbound,24490,City Av & Lancaster Av - FS,39.988357,-75.25373,Fall 2022,0,0,0,0,0,0
-8362153.05783503,4873379.20789624,14412,5717687N,Bus,Infodev,57,Northbound,17687,Cheltenham Av & Covington Rd,40.051158,-75.118499,Fall 2022,17,11,9,7,3,3
-8373296.80678038,4853795.08597942,14413,G30166S,Bus,Infodev,G,Southbound,30166,Passyunk Av & 63rd St - MBNS,39.916358,-75.218605,Fall 2022,1,0,0,0,0,0
-8362931.06975618,4872528.7914463,14414,5724697N,Bus,Infodev,57,Northbound,24697,Godfrey Av & 3rd St,40.04531,-75.125488,Fall 2022,4,4,0,2,0,3
-8373311.16699469,4853819.46946916,14415,G30148S,Bus,Infodev,G,Southbound,30148,Passyunk Av & 63rd St - MBFS,39.916526,-75.218734,Fall 2022,2,3,0,0,0,1
-8373066.59807342,4853872.73599112,14416,G24931S,Bus,Infodev,G,Southbound,24931,Passyunk Av & 63rd St - FS,39.916893,-75.216537,Fall 2022,0,0,0,0,1,1
-8375825.9856112,4863441.39371965,14417,G28199N,Bus,Infodev,G,Northbound,28199,Lancaster Av & 60th St,39.982788,-75.241325,Fall 2022,0,2,0,0,0,0
-8364064.85876991,4872667.51719364,14418,5717711N,Bus,Infodev,57,Northbound,17711,Godfrey Av & 10th St,40.046264,-75.135673,Fall 2022,5,10,2,4,1,1
-8367941.89399526,4877758.96109852,14419,H16933S,Bus,Infodev,H,Southbound,16933,Cheltenham Av & Mt Airy Av - FS,40.081268,-75.170501,Fall 2022,3,1,3,3,0,2
-8364356.18187732,4872310.23689601,14420,5717716N,Bus,Infodev,57,Northbound,17716,11th St & Champlost Av,40.043807,-75.13829,Fall 2022,0,11,0,5,0,1
-8369506.37811887,4875055.82394335,14421,H17003S,Bus,Infodev,H,Southbound,17003,Mt Pleasant Av & Sprague St - NS,40.062686,-75.184555,Fall 2022,15,9,4,6,5,3
-8365762.592324,4853860.54417344,14422,5717373N,Bus,Infodev,57,Northbound,17373,2nd St & Porter St,39.916809,-75.150924,Fall 2022,36,2,18,5,8,5
-8365702.25715999,4854222.53141553,14423,5717378N,Bus,Infodev,57,Northbound,17378,2nd St & Wolf St,39.919303,-75.150382,Fall 2022,39,4,10,2,11,2
-8365644.59366376,4854579.16124973,14424,5717383N,Bus,Infodev,57,Northbound,17383,2nd St & Snyder Av,39.92176,-75.149864,Fall 2022,49,18,25,4,15,3
-8370297.85969841,4874160.90501667,14425,H17010S,Bus,Infodev,H,Southbound,17010,Mt Pleasant Av & Mower St,40.056533,-75.191665,Fall 2022,3,3,1,2,2,1
-8365766.82246465,4854617.91666681,14426,5717385N,Bus,Infodev,57,Northbound,17385,Snyder Av & 3rd St,39.922027,-75.150962,Fall 2022,44,21,25,3,13,3
-8370436.34114496,4873997.28888991,14427,H17011S,Bus,Infodev,H,Southbound,17011,Mt Pleasant Av & Cresheim Rd,40.055408,-75.192909,Fall 2022,8,2,3,1,2,2
-8365686.22715332,4855671.19290814,14428,5717401N,Bus,Infodev,57,Northbound,17401,Moyamensing Av & Dickinson St,39.929283,-75.150238,Fall 2022,46,8,17,4,18,3
-8371038.46827066,4873276.1011945,14429,H17019S,Bus,Infodev,H,Southbound,17019,Mt Pleasant Av & McCallum St,40.050449,-75.198318,Fall 2022,5,4,1,2,1,0
-8365592.71878105,4856203.38953713,14430,5717538N,Bus,Infodev,57,Northbound,17538,3rd St & Federal St,39.932949,-75.149398,Fall 2022,18,7,11,2,3,2
-8370511.92707921,4872791.8485225,14431,H17024S,Bus,Infodev,H,Southbound,17024,McCallum St & Westview Av,40.047119,-75.193588,Fall 2022,4,1,1,0,1,0
-8365486.63130632,4856820.83722018,14432,5717544N,Bus,Infodev,57,Northbound,17544,3rd St & Queen St,39.937202,-75.148445,Fall 2022,29,11,13,7,10,3
-8370257.11676478,4871594.84252559,14433,H17029S,Bus,Infodev,H,Southbound,17029,Wayne Av & Cliveden St,40.038887,-75.191299,Fall 2022,7,5,5,2,2,10
-8365427.96593468,4857163.04142256,14434,5724866N,Bus,Infodev,57,Northbound,24866,3rd St & Monroe St,39.939559,-75.147918,Fall 2022,25,8,14,11,5,4
-8369981.93498354,4871664.05322137,14435,H17040S,Bus,Infodev,H,Southbound,17040,Johnson St & Sherman St,40.039363,-75.188827,Fall 2022,10,5,3,3,3,5
-8365304.84657786,4857907.45249365,14436,5717560N,Bus,Infodev,57,Northbound,17560,3rd St & Spruce St,39.944686,-75.146812,Fall 2022,18,64,16,27,9,10
-8369817.18213717,4871872.12442015,14437,H17067S,Bus,Infodev,H,Southbound,17067,Johnson St & Greene St,40.040794,-75.187347,Fall 2022,53,20,32,11,16,7
-8364886.17397299,4860460.2463764,14438,5717604N,Bus,Infodev,57,Northbound,17604,3rd St & Fairmount Av,39.962265,-75.143051,Fall 2022,9,18,7,10,9,4
-8368017.47992951,4870405.10477591,14439,H17125S,Bus,Infodev,H,Southbound,17125,Greene St & Penn St,40.030704,-75.17118,Fall 2022,4,5,4,7,1,0
-8364759.60371196,4861234.24474637,14440,5717608N,Bus,Infodev,57,Northbound,17608,3rd St & George St,39.967594,-75.141914,Fall 2022,21,47,3,13,4,3
-8367928.31301739,4870341.86351673,14441,H17126S,Bus,Infodev,H,Southbound,17126,Greene St & Queen Ln,40.030269,-75.170379,Fall 2022,10,16,6,7,5,7
-8364779.97517877,4862328.6062361,14442,5724868N,Bus,Infodev,57,Northbound,24868,Germantown Av & Oxford St,39.975128,-75.142097,Fall 2022,4,9,8,9,1,2
-8367581.77544255,4870087.30335482,14443,H17130S,Bus,Infodev,H,Southbound,17130,Greene St & Manheim St,40.028518,-75.167266,Fall 2022,19,28,7,13,9,13
-8364537.07604986,4862291.41862559,14444,5717619N,Bus,Infodev,57,Northbound,17619,Oxford St & American St,39.974872,-75.139915,Fall 2022,14,14,3,13,2,9
-8367948.6844842,4869544.91283413,14445,H17175S,Bus,Infodev,H,Southbound,17175,Manheim St & Pulaski Av,40.024787,-75.170562,Fall 2022,21,16,9,8,12,8
-8364475.07109349,4862491.4489367,14446,5717620N,Bus,Infodev,57,Northbound,17620,American St & Cecil B Moore Av,39.976249,-75.139358,Fall 2022,17,15,5,16,9,3
-8368065.01335208,4869377.01183763,14447,H17176S,Bus,Infodev,H,Southbound,17176,Manheim St & Morris St,40.023632,-75.171607,Fall 2022,22,16,11,4,8,7
-8364368.09306283,4863143.13700498,14448,5717626N,Bus,Infodev,57,Northbound,17626,American St & Norris St,39.980735,-75.138397,Fall 2022,22,12,8,6,10,5
-8368146.61053883,4869264.35258934,14449,H17178S,Bus,Infodev,H,Southbound,17178,Manheim St & McKean Av - MBFS,40.022857,-75.17234,Fall 2022,10,11,8,5,7,8
-8364151.46533375,4864471.63234688,14450,5717635N,Bus,Infodev,57,Northbound,17635,American St & Huntingdon St,39.989879,-75.136451,Fall 2022,8,6,3,3,0,2
-8368269.72989565,4868631.15873942,14451,H28582S,Bus,Infodev,H,Southbound,28582,Wissahickon Av & Clapier St,40.018501,-75.173446,Fall 2022,7,3,6,1,2,2
-8363383.69480575,4865487.15623629,14452,5717652N,Bus,Infodev,57,Northbound,17652,Front St & Clearfield St,39.996868,-75.129554,Fall 2022,15,15,11,8,6,5
-8368116.88823479,4868452.08094296,14453,H28583S,Bus,Infodev,H,Southbound,28583,Wissahickon Av & Abbottsford Av,40.017269,-75.172073,Fall 2022,11,14,7,3,4,3
-8362914.03787409,4868367.77595678,14454,5717659N,Bus,Infodev,57,Northbound,17659,Front St & Wingohocking St - MBNS,40.016689,-75.125335,Fall 2022,5,7,4,2,0,3
-8367473.12761953,4867408.49381759,14455,H21198S,Bus,Infodev,H,Southbound,21198,Hunting Park Av & Wissahickon Av - FS,40.010089,-75.16629,Fall 2022,33,194,25,116,20,81
-8362936.9696892,4868638.86264574,14456,5717661N,Bus,Infodev,57,Northbound,17661,Wingohocking St & Front St - FS,40.018554,-75.125541,Fall 2022,13,28,1,11,0,8
-8367281.99205384,4867524.47481914,14457,H8712S,Bus,Infodev,H,Southbound,8712,Hunting Park Av & 22nd St,40.010887,-75.164573,Fall 2022,17,13,11,15,9,4
-8362612.58469302,4869594.33877723,14458,5717665N,Bus,Infodev,57,Northbound,17665,Rising Sun Av & Ruscomb St,40.025127,-75.122627,Fall 2022,26,60,8,25,9,11
-8366691.77611365,4867426.80651717,14459,H18163S,Bus,Infodev,H,Southbound,18163,Erie Av & 19th St,40.010215,-75.159271,Fall 2022,7,12,3,4,2,5
-8362017.24805626,4870524.90081846,14460,5717670N,Bus,Infodev,57,Northbound,17670,Rising Sun Av & Geneva Av,40.031528,-75.117279,Fall 2022,5,21,5,10,1,10
-8365827.15762866,4867516.62643791,14461,H18168S,Bus,Infodev,H,Southbound,18168,Butler St & Germantown Av,40.010833,-75.151504,Fall 2022,5,19,7,9,3,15
-8361883.88730629,4870729.60420171,14462,5717671N,Bus,Infodev,57,Northbound,17671,Rising Sun Av & Clarkson Av,40.032936,-75.116081,Fall 2022,2,23,4,11,5,8
-8367165.66318596,4877148.93787906,14463,H16931S,Bus,Infodev,H,Southbound,16931,Cheltenham Av & Vernon Rd - FS,40.077075,-75.163528,Fall 2022,8,0,4,0,13,3
-8362362.00451925,4871731.81037896,14464,5717674N,Bus,Infodev,57,Northbound,17674,Front St & Nedro Av,40.039829,-75.120376,Fall 2022,5,18,2,11,1,7
-8368113.43733057,4877735.68263305,14465,H16819S,Bus,Infodev,H,Southbound,16819,Wadsworth Av & Cheltenham Av - FS,40.081108,-75.172042,Fall 2022,14,3,18,4,3,3
-8362325.49172627,4871948.60731407,14466,5717675N,Bus,Infodev,57,Northbound,17675,Front St & Champlost St,40.04132,-75.120048,Fall 2022,18,41,5,14,3,16
-8369050.30216509,4876168.44027271,14467,H16987S,Bus,Infodev,H,Southbound,16987,Mt Airy Av & Mansfield Av,40.070335,-75.180458,Fall 2022,4,3,3,3,2,1
-8361548.37036104,4872297.58618134,14468,5724968N,Bus,Infodev,57,Northbound,24968,Crescentville Rd & Adams Av - MBFS,40.04372,-75.113067,Fall 2022,14,10,3,2,1,2
-8369179.32145492,4875997.51775852,14469,H20608S,Bus,Infodev,H,Southbound,20608,Mt Airy Av & Stenton Av,40.06916,-75.181617,Fall 2022,16,27,8,22,5,8
-8361525.43854594,4872449.54123552,14470,5724969N,Bus,Infodev,57,Northbound,24969,Crescentville & Walnut Prk Dr - MBNS,40.044765,-75.112861,Fall 2022,3,5,3,0,1,0
-8368941.54302259,4875757.79480836,14471,H18463S,Bus,Infodev,H,Southbound,18463,Stenton Av & Mt Pleasant Av,40.067512,-75.179481,Fall 2022,43,19,16,5,12,8
-8362609.13378881,4873385.89750773,14472,5717699N,Bus,Infodev,57,Northbound,17699,2nd St & 66th Av,40.051204,-75.122596,Fall 2022,1,2,1,2,0,1
-8369863.04576737,4874625.29865667,14473,H17006S,Bus,Infodev,H,Southbound,17006,Mt Pleasant Av & Chew Av,40.059726,-75.187759,Fall 2022,3,4,1,1,1,5
-8364315.43894369,4872536.06213957,14474,5717714N,Bus,Infodev,57,Northbound,17714,11th St & Spencer St,40.04536,-75.137924,Fall 2022,0,6,1,4,0,2
-8370153.47831885,4874326.2691266,14475,H17009S,Bus,Infodev,H,Southbound,17009,Mt Pleasant Av & Bryan St,40.05767,-75.190368,Fall 2022,5,4,2,1,1,1
-8364391.02487794,4872092.26879347,14476,5717718N,Bus,Infodev,57,Northbound,17718,11th St & Nedro Av,40.042308,-75.138603,Fall 2022,14,48,9,20,8,19
-8370849.89305325,4873092.43140532,14477,H17021S,Bus,Infodev,H,Southbound,17021,McCallum St & Ellett St,40.049186,-75.196624,Fall 2022,6,2,2,1,2,1
-8365940.92614825,4854806.76076772,14478,5717391N,Bus,Infodev,57,Northbound,17391,Moyamensing Av & McKean St,39.923328,-75.152526,Fall 2022,38,3,19,7,17,6
-8370615.56552513,4872894.36851057,14479,H17023S,Bus,Infodev,H,Southbound,17023,McCallum St & Carpenter Ln,40.047824,-75.194519,Fall 2022,14,14,6,7,5,2
-8365886.60223674,4854977.31866988,14480,5717392N,Bus,Infodev,57,Northbound,17392,Moyamensing Av & Mifflin St,39.924503,-75.152038,Fall 2022,61,12,32,3,20,5
-8370363.315559,4872022.9097019,14481,H17027S,Bus,Infodev,H,Southbound,17027,Lincoln Dr & Hortter St,40.041831,-75.192253,Fall 2022,12,5,7,5,7,5
-8365835.61790996,4855153.39555783,14482,5717395N,Bus,Infodev,57,Northbound,17395,Moyamensing Av & Moore St,39.925716,-75.15158,Fall 2022,41,8,21,4,10,1
-8370096.59405906,4871515.45438125,14483,H31451S,Bus,Infodev,H,Southbound,31451,Johnson St & Wayne Av - FS,40.038341,-75.189857,Fall 2022,19,7,1,1,0,2
-8368878.64751029,4871104.42007068,14484,H17100S,Bus,Infodev,H,Southbound,17100,Greene St & Rittenhouse St,40.035514,-75.178916,Fall 2022,11,10,6,12,2,7
-8368596.67524011,4870876.44658955,14485,H1341S,Bus,Infodev,H,Southbound,1341,Greene St & Chelten Av - FS,40.033946,-75.176383,Fall 2022,160,162,89,82,53,48
-8367791.61268269,4869772.85570562,14486,H17174S,Bus,Infodev,H,Southbound,17174,Manheim St & Wayne Av,40.026355,-75.169151,Fall 2022,55,27,38,22,26,13
-8365734.53981232,4855497.86497101,14487,5717399N,Bus,Infodev,57,Northbound,17399,Moyamensing Av & Tasker St,39.928089,-75.150672,Fall 2022,74,21,39,10,41,8
-8368234.10765859,4869141.80985359,14488,H17181S,Bus,Infodev,H,Southbound,17181,Manheim St & Erringer Pl,40.022014,-75.173126,Fall 2022,8,6,8,5,1,1
